FoodName,FoodID,Energy (kcal),Protein,Protein from Amino Acids,Carbohydrates,Dietary fibre,Fat,Alcohol,Salt,Vitamin A,beta-Carotene,Vitamin D,Vitamin D3,Vitamin E,Vitamin K,Thiamin (Vitamin B1),Riboflavin (Vitamin B2),Niacin equivalent,Niacin,Vitamin B6,Pantothenic acid,Biotin,Folate,"Folate, free",Vitamin B12,Vitamin C,Ascorbic acid,Sodium,Potassium,Calcium,Magnesium,Iron,Copper,Zinc,Sum sugars,Starch/Glycogen,Sum saturated fatty acids,Sum monounsaturated fatty acids,Sum polyunsaturated fatty acids,Sum trans fatty acids,Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valine,Arginine,Histidine,Glycine,Proline
"Syrup, kitchen",1098,308,0.3,,76.6,0.0,0.0,0.0,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,0.00,0.00,0.0,0.0,,0.0,0.0,0.0,75,220,75,34,2.50,0.24,0.13,76.7,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0,,,,,,,,,,,,,,
"Pate, liver",1099,257,13.0,10.6,2.3,0.2,21.7,0.0,2.4,8800.00,,0.00,0.00,1.07,,0.20,1.11,8.03,5.60,0.20,1.67,27.0,252.0,,9.9,21.3,21.3,944,180,11,14,6.08,0.49,2.68,0.4,0.8,7.091,9.219,2.793,0.101,0.201,2.592,127.0,603.2,1123.2,894.4,270.4,104.0,603.2,416.0,540.8,145.6,769.6,769.6,332.8,894.4,769.6
"Chanterelle, raw",1100,27,1.4,0.9,2.4,3.5,0.6,0.0,0.0,50.08,300.50,7.74,0.00,0.00,0.00,0.03,0.28,4.42,4.05,0.02,0.80,4.0,9.7,,0.0,0.0,,0,501,4,11,0.94,0.41,0.95,0.5,0.2,0.100,0.000,0.300,0.000,,,0.0,53.0,87.9,62.4,0.0,7.8,51.7,35.5,65.4,22.2,61.4,128.0,36.0,57.4,56.7
"Pork sausage, saveloy type",1101,272,11.2,8.9,1.8,0.3,24.4,0.0,2.7,0.00,0.00,0.28,0.00,0.34,0.00,0.31,0.13,4.27,2.60,0.12,0.52,4.8,3.7,2.0,0.6,75.0,75.0,1065,219,27,17,0.69,0.06,1.05,0.3,0.5,8.333,10.561,2.273,0.000,0.187,2.086,52.0,519.5,841.9,841.9,215.0,71.7,429.9,340.3,429.9,100.3,591.1,609.0,304.5,752.3,698.6
"Sapotes, raw",1102,144,2.1,,31.2,2.6,0.6,0.0,0.0,41.67,250.00,0.00,0.00,,,0.01,0.02,2.18,1.80,,,,,,0.0,20.0,20.0,10,344,39,30,1.00,,,20.1,6.33,0.169,0.102,0.097,0.000,,,0.0,47.5,84.8,94.9,15.9,,54.2,54.2,57.6,23.1,78.0,54.2,40.7,57.6,57.6
Pork scratchings,1103,580,54.1,46.6,0.0,0.0,40.3,0.0,3.1,0.00,0.00,0.00,,,,0.00,0.13,2.80,1.82,0.02,0.34,14.0,23.0,,,,,1252,146,27,10,0.67,0.17,0.59,0.0,0,13.539,17.969,4.308,0.000,0.373,3.935,119.0,946.7,2049.6,2342.4,566.1,156.2,1366.4,644.2,1268.8,58.6,1659.2,4782.4,546.6,14249.6,8393.6
"Pork sausage, malakoff",1104,273,9.8,,5.1,0.2,23.7,0.0,2.8,0.00,0.00,,,,0.00,,,,,,,,,,,0.0,0.0,1139,131,,,1.37,0.11,1.70,0.0,3.8,,,,,,,50.0,,,,,,,,,,,,,,
"Mackerel, filet, in natural juices, canned",1105,224,19.0,15.8,0.0,0.0,16.4,0.0,1.5,22.17,0.00,2.70,2.70,0.90,0.00,0.06,0.16,10.08,6.60,0.25,0.43,5.4,10.0,3.0,7.7,0.2,0.2,590,315,15,24,1.10,0.11,1.60,0.0,0,3.561,6.894,3.779,0.011,3.520,0.259,80.0,948.6,1454.5,1739.0,537.5,123.3,790.5,758.9,885.3,208.7,1233.1,980.2,980.2,1075.0,727.2
"Sandwich, rib roast",1106,277,12.3,,24.4,1.7,14.1,0.0,0.9,,,,,,,,,,,,,,,,,,,366,217,,,,0.23,1.60,8.1,16.27,3.840,6.040,2.680,,,,,,,,,,,,,,,,,,
"Milk, skimmed, with chocolate",1107,58,3.5,3.2,9.5,0.5,0.5,0.0,0.1,4.33,2.00,0.01,0.01,0.01,0.00,0.04,0.16,0.93,0.13,0.02,0.32,2.2,4.7,4.0,0.1,0.0,0.0,37,178,108,16,0.36,0.06,0.44,9.3,0,0.318,0.133,0.014,,0.004,0.010,6.0,205.1,338.2,316.0,88.7,27.2,177.4,149.7,149.7,47.7,244.0,122.0,99.8,72.1,343.8
"Milk, skimmed, with chocolate (UHT)",1108,59,3.6,3.2,9.7,0.5,0.5,0.0,0.1,4.33,2.00,0.01,0.01,0.01,0.00,0.03,0.16,0.94,0.14,0.03,0.36,2.0,4.7,4.0,0.1,0.0,0.0,45,211,119,22,0.03,0.01,0.50,9.3,0,0.324,0.135,0.014,,0.004,0.010,6.0,208.7,344.0,321.5,90.2,27.6,180.5,152.3,152.3,48.5,248.2,124.1,101.5,73.3,349.7
"Beef, striploin ""cap on"", raw",1109,214,20.1,16.4,0.0,0.0,14.9,0.0,0.2,19.00,0.00,0.70,0.70,0.54,0.00,0.04,0.13,9.39,5.50,0.44,0.70,0.0,5.5,4.0,1.4,0.0,0.0,63,300,5,20,1.70,0.07,4.20,0.0,0,6.292,7.111,0.603,,0.181,0.422,69.0,987.0,1546.3,1710.8,493.5,148.1,789.6,658.0,855.4,233.6,1052.8,1217.3,690.9,1118.6,921.2
"Cheese, Camembert, 30 % fidm.",1110,199,25.0,22.0,0.0,0.0,11.0,0.0,3.2,101.00,48.00,0.14,0.14,0.28,0.00,0.05,0.45,7.55,1.80,0.25,1.36,6.0,62.0,,1.1,0.0,0.0,1297,187,720,20,0.18,0.07,2.38,0.1,0,7.123,2.961,0.310,,0.080,0.230,33.0,1371.3,2311.6,1998.2,705.2,90.1,1292.9,1371.3,862.0,344.8,1684.7,783.6,705.2,509.3,2625.1
"Alfalfa seeds, sprouted, raw",1111,27,4.0,,0.2,1.9,0.7,0.0,0.0,16.00,96.00,0.00,0.00,0.20,,0.08,0.13,0.48,0.48,0.03,0.56,,36.0,,0.0,8.2,8.2,6,79,32,27,0.96,0.16,0.92,0.3,0,0.069,0.056,0.410,0.000,0.175,0.234,0.0,140.4,268.0,210.5,,,,,134.0,,146.7,,,,
"Pork, meat, approx. 20 % fat, raw",1112,243,17.9,14.2,0.0,0.0,19.0,0.0,0.2,8.95,0.00,0.43,0.16,0.10,0.00,0.72,0.22,6.76,3.50,0.32,0.60,2.6,1.5,,0.7,0.0,0.0,68,301,9,20,0.75,0.10,3.60,0.0,0,7.504,8.428,1.388,,,,67.0,864.0,1296.0,1584.0,432.0,118.1,662.4,604.8,748.8,195.8,950.4,1065.6,662.4,921.6,720.0
"Liquorice, salt",1114,349,6.7,,76.7,3.1,1.0,0.0,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.0,,0.0,0.0,0.0,519,415,30,25,3.10,0.14,0.31,43.4,31.9,0.000,0.000,0.000,0.000,0.000,0.000,0.0,,,,,,,,,,,,,,
"Biscuit, 20-30% wholemeal, digestive type",1115,460,6.5,5.5,69.5,3.6,16.5,0.0,1.3,0.00,0.00,0.00,0.00,1.30,0.00,0.10,0.04,3.03,1.83,0.09,0.00,2.3,12.7,,0.0,0.0,0.0,519,174,26,30,1.17,0.13,0.67,18.3,48.24,7.122,5.630,1.972,0.116,0.053,1.919,0.0,285.8,491.5,94.9,94.9,84.6,331.5,137.2,182.9,72.0,320.0,228.6,137.2,251.5,743.0
"Pork, loin with rind, raw",1117,268,18.3,14.4,0.1,0.0,21.7,0.0,0.1,9.53,0.00,0.33,0.13,0.41,0.00,0.63,0.12,8.80,5.49,0.29,0.55,4.1,4.6,,0.9,0.0,0.0,52,292,6,18,0.43,0.05,1.26,0.0,0,8.612,9.597,1.663,0.051,0.109,1.554,64.6,876.3,1314.4,1606.5,438.1,119.8,671.8,613.4,759.4,198.6,963.9,1080.7,671.8,934.7,730.2
Fruit gums,1118,349,5.5,,79.7,0.0,0.9,0.0,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,62,12,9,2,0.19,0.07,0.05,53.0,21.4,0.000,0.000,0.000,0.000,0.000,0.000,0.0,,,,,,,,,,,,,,
"Sprat (sardine), in oil, canned",1120,205,24.6,18.5,1.1,0.0,11.3,0.0,0.8,18.00,0.00,12.00,12.00,2.31,0.00,0.10,0.17,9.17,5.30,0.20,0.85,4.0,16.0,6.0,11.5,0.0,0.0,329,353,420,39,2.00,0.12,2.20,0.0,0,2.016,3.331,5.241,,1.026,4.215,38.0,1141.4,1692.5,1731.8,708.5,161.4,984.0,747.8,944.6,232.2,1298.9,1377.6,984.0,1377.6,905.3
"Sardine, in oil, canned",1121,205,24.6,18.5,1.1,0.0,11.3,0.0,0.8,18.00,0.00,12.00,12.00,1.70,0.00,0.10,0.17,9.17,5.30,0.20,0.85,4.0,16.0,6.0,11.5,0.0,0.0,329,353,420,39,2.00,0.12,2.20,0.0,0,2.016,3.331,5.241,,1.026,4.215,80.0,1141.4,1692.5,1731.8,708.5,161.4,984.0,747.8,944.6,232.2,1298.9,1377.6,984.0,1377.6,905.3
Cream Crackers,1122,443,9.4,,68.6,3.0,13.9,0.0,2.0,0.00,0.00,0.00,0.00,,0.00,0.13,0.08,3.65,1.50,0.06,,,,,0.0,0.0,0.0,800,120,110,25,1.70,0.19,0.87,5.0,59.2375,7.206,4.131,1.501,0.044,0.032,1.468,0.0,368.0,752.5,247.5,168.5,238.0,538.0,310.0,296.0,129.0,448.0,418.0,234.0,401.0,1265.0
"Pork, thin belly with rind, raw",1124,294,16.3,13.1,0.0,0.0,25.4,0.0,0.2,8.85,0.00,0.44,0.17,0.34,0.00,0.55,0.13,7.54,4.52,0.22,0.56,4.5,5.0,,0.8,0.0,0.0,61,239,6,15,0.51,0.05,1.49,0.0,0,9.318,11.059,2.583,0.107,0.263,2.320,71.4,800.0,1200.0,1466.7,400.0,109.3,613.3,560.0,693.3,181.3,880.0,986.7,613.3,853.3,666.7
"Human milk, colostrum",1125,58,2.0,,6.6,0.0,2.6,0.0,0.1,177.50,135.00,0.07,,1.30,,0.00,0.03,0.80,0.10,0.00,0.12,0.0,2.0,,0.1,7.0,7.0,47,70,28,3,,0.05,0.60,6.6,0,1.100,1.100,0.300,,,,31.0,,,,,,,,,42.0,,,,,
"Breakfast cereal, Havrefras",1126,377,13.2,,60.9,10.6,6.6,0.0,3.1,0.00,,0.00,,0.61,,1.22,1.38,,10.00,0.23,,,47.0,,0.2,0.0,,1225,484,49,102,6.43,0.48,3.44,8.6,47.8,0.780,1.730,1.941,0.000,0.098,1.843,0.0,,,,,,,,,,,,,,
"Pork/beef sausage, saveloy type",1128,277,11.1,8.9,4.5,0.3,23.7,0.0,2.9,0.00,0.00,0.47,0.19,,0.00,0.35,0.15,4.36,2.70,0.11,,,4.8,,0.7,0.0,0.0,1152,174,22,16,0.76,0.08,1.10,0.0,3.8,8.966,10.436,2.320,,0.201,2.120,53.0,516.7,837.5,837.5,213.8,71.3,427.6,338.6,427.6,99.8,588.0,605.8,302.9,748.4,694.9
Mint jelly,1131,266,0.5,,66.0,0.0,0.0,0.0,0.1,0.00,,,,,,,,,,,,,,,,,,20,,,,,,,57.0,0,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
"Herring, autumn, raw",1132,248,19.3,15.9,0.0,0.0,19.0,0.0,0.1,45.00,0.00,8.30,8.30,1.80,0.00,0.06,0.20,7.74,4.50,0.37,0.97,10.0,10.0,3.0,5.2,0.5,0.5,47,317,50,26,1.30,0.08,0.85,0.0,0,4.582,6.308,6.590,,6.094,0.497,60.0,926.4,1574.9,1883.7,586.7,166.8,741.1,648.5,864.6,194.5,1142.6,1111.7,555.8,957.3,710.2
"Baby food, infant formula, low iron content, prepared",1134,66,1.2,,7.5,0.0,3.5,0.0,0.0,70.00,,1.00,,0.80,5.40,0.05,0.10,0.70,,0.05,0.30,1.5,6.0,,0.2,6.7,,15,59,41,5,0.40,0.04,0.50,7.5,0,0.800,1.100,1.400,,0.100,,,,,,,,,,,,,,,,
Vecao,1135,561,3.3,,60.5,0.5,33.9,0.0,0.0,0.00,,0.00,,1.40,,0.00,0.00,1.10,1.10,0.00,,,8.2,,0.0,0.0,,17,528,15,92,4.20,0.60,1.56,51.3,1.1,28.000,3.500,0.700,0.000,0.000,,,,,,,,,,,,,,,,
"Pork, mettwurst, smoked",1136,279,11.6,9.3,3.4,0.3,24.3,0.0,2.6,8.70,0.00,0.29,0.00,0.59,9.72,0.35,0.15,4.58,2.70,0.11,0.57,5.2,4.8,1.5,0.7,32.4,32.4,1050,203,22,16,0.84,0.06,1.19,1.6,2.5,8.413,10.958,2.416,0.000,0.218,2.198,59.0,480.7,832.0,905.9,277.3,94.3,425.2,351.3,462.2,112.8,591.6,721.0,314.3,868.9,684.1
"Bacon, sliced, raw",1137,263,15.9,12.9,0.6,0.0,21.9,0.0,3.1,3.50,0.00,0.27,0.00,0.44,10.80,0.70,0.14,8.24,5.40,0.24,0.71,4.8,1.3,,0.7,8.3,8.3,1225,283,6,18,0.52,0.10,1.68,0.0,0,7.686,9.490,2.152,0.000,0.182,1.970,63.0,788.6,1297.4,1399.2,483.4,104.3,585.1,534.2,712.3,170.4,788.6,992.2,508.8,763.2,585.1
"Sandwich with ham and cheese, toasted, fast food",1138,298,11.0,,32.8,1.7,13.2,0.0,1.9,44.50,,0.70,,0.60,,0.19,0.11,0.64,0.64,0.00,,,23.1,,0.4,1.7,,740,143,136,22,0.72,0.09,1.40,0.5,34,4.042,5.243,2.699,0.201,0.594,2.106,,,,,,,,,,,,,,,
Alfalfa seeds,1142,351,35.1,,6.7,35.1,12.6,0.0,0.2,0.00,,,,,,1.08,0.58,1.80,1.80,,,,,,,26.0,26.0,79,,136,,12.90,,6.90,1.1,5.62,1.820,3.790,5.110,0.000,,,,,,,,,,,,,,,,,
"Pork, sausage, frankfurter",1143,254,13.2,10.8,3.3,0.2,20.8,0.0,2.8,0.00,0.00,0.46,0.18,0.10,12.19,0.14,0.20,3.64,1.80,0.15,0.57,5.2,4.0,2.0,1.1,24.0,18.7,1116,156,25,21,1.30,0.07,1.40,2.8,1.5,7.432,9.552,2.152,,0.190,1.961,57.0,550.5,952.8,1101.0,275.3,82.6,487.0,381.1,487.0,110.1,677.5,762.2,296.4,1185.7,1016.3
"Salad dressing, mayonnaise",1147,348,1.2,1.0,12.6,0.0,32.5,0.0,1.7,3.50,,0.00,0.00,2.62,,0.02,0.05,0.48,0.19,0.00,,,0.0,,0.1,0.0,0.0,668,91,20,7,0.32,,0.21,12.4,0.1,4.067,12.121,14.882,,2.227,12.655,0.0,65.5,99.1,78.5,29.9,20.6,50.5,50.5,61.7,17.6,72.9,82.3,28.1,35.5,48.6
"Rye-flour, bolted (extraction rate 70 %)",1148,342,6.1,5.3,73.0,6.3,1.4,0.0,0.0,0.00,0.00,,,0.29,,0.23,0.05,1.30,,,0.37,,,,,,,2,204,18,26,1.08,0.16,0.89,1.5,72,0.200,0.200,0.800,0.000,,,,246.1,428.0,267.5,104.9,97.4,299.6,160.5,235.4,78.1,363.8,353.1,160.5,299.6,556.4
"Beef, entrecote ""cap on"", raw",1149,265,18.2,14.6,0.0,0.0,21.3,0.0,0.1,25.00,0.00,0.80,0.80,0.66,0.00,0.04,0.16,8.75,5.30,0.40,0.60,0.0,5.0,4.0,1.4,0.0,0.0,54,293,4,19,1.90,0.06,3.90,0.0,0,8.991,10.171,0.860,,0.260,0.600,69.0,873.6,1368.6,1514.2,436.8,131.0,698.9,582.4,757.1,206.8,931.8,1077.4,611.5,990.1,815.4
"Kippers, in oil, canned",1150,249,20.5,17.0,0.0,0.0,18.5,0.0,1.3,15.00,0.00,6.00,6.00,1.00,0.00,0.04,0.20,3.83,,0.35,0.90,4.5,2.0,0.0,10.0,0.0,0.0,500,360,50,35,0.80,0.10,0.70,0.0,0,6.120,6.350,6.250,,1.860,3.180,58.0,951.2,1672.8,1869.6,623.2,219.8,787.2,688.8,885.6,229.6,1049.6,1213.6,590.4,984.0,721.6
"Herring, salted, ripened",1152,264,13.1,10.9,0.0,0.0,23.5,0.0,13.5,48.00,0.00,11.02,11.02,2.30,0.00,0.03,0.22,5.34,3.00,0.22,0.50,,6.0,,6.1,0.0,0.0,5380,128,60,27,1.10,0.14,1.00,0.0,0,4.894,11.129,4.855,,4.392,0.463,58.0,691.7,1089.9,1236.6,419.2,62.9,503.0,461.1,586.9,140.4,796.5,817.4,335.4,649.8,503.0
"Milk, 1.5 % fat, cultured, kefir",1153,48,3.5,3.1,4.8,0.0,1.6,0.0,0.1,15.17,7.00,0.04,0.04,0.04,0.00,0.05,0.17,0.90,0.09,0.05,0.36,1.6,11.5,,0.4,1.3,1.3,43,153,121,12,0.03,0.01,0.41,3.8,0,1.032,0.429,0.045,,0.012,0.033,6.0,187.0,363.0,313.5,88.0,22.6,170.5,170.5,154.0,48.4,247.5,115.5,93.5,77.0,341.0
"Milk, partly skimmed, organic, 1.5 % fat",1154,47,3.4,,5.0,0.0,1.5,0.0,0.1,19.00,0.00,0.05,,0.04,,0.04,0.18,0.09,0.09,0.05,0.41,1.0,11.5,,0.4,,,36,161,126,12,0.01,0.01,0.37,4.6,0,0.910,0.270,0.040,0.050,0.010,0.020,6.9,,,,,,,,,,,,,,
"Salad dressing, oil and vinegar",1156,350,0.6,,9.8,0.0,34.3,0.0,2.6,0.40,,,,3.48,,,,,,,,,,,,,,1054,88,14,6,0.27,,0.15,7.5,0.3,4.193,12.012,16.586,0.000,2.756,13.830,,,,,,,,,,,,,,,
"Nutmeg, whole",1157,507,6.0,,28.6,20.8,36.3,0.0,0.0,2.67,16.00,0.00,0.00,0.00,0.00,0.35,0.06,1.30,1.30,0.16,,,76.0,,0.0,3.0,3.0,16,350,184,183,3.04,1.03,2.15,0.0,4,25.940,3.220,0.350,0.000,0.000,0.350,0.0,,,,,,,,,,,,,,
"Pork, flank, spiced, cooked",1158,272,15.3,13.5,0.7,0.0,23.1,0.0,2.9,0.00,0.00,0.28,0.00,0.44,9.54,0.48,0.12,6.86,4.00,0.21,0.41,5.3,2.2,,0.5,23.0,23.0,1160,206,7,16,0.88,0.11,1.59,0.0,0,8.255,10.324,2.334,0.000,0.208,2.127,65.0,783.4,1248.5,1493.3,440.6,134.6,636.5,587.5,758.9,171.4,930.2,1003.7,465.1,807.8,709.9
"Brussels sprouts, winter (January to April), raw",1159,51,4.4,3.5,5.1,4.1,0.5,0.0,0.0,0.00,,0.00,0.00,,,,,0.83,,,,,,,0.0,101.0,101.0,8,,,,,,,3.9,0.5,0.077,0.015,0.308,0.000,0.237,0.072,0.0,147.8,197.1,218.2,47.2,20.4,126.7,70.4,140.8,50.0,232.3,288.6,91.5,140.8,732.2
"Chervil, raw",1160,21,2.2,1.6,0.7,2.0,0.6,0.0,0.0,245.00,1470.00,0.00,0.00,2.90,,0.13,0.34,1.98,1.50,0.03,0.30,1.6,220.0,176.0,0.0,37.0,37.0,10,597,400,34,1.60,0.07,1.10,0.9,0,0.078,0.015,0.387,0.000,0.263,0.124,0.0,95.0,161.9,126.7,35.2,1.1,102.1,66.9,81.0,28.9,123.2,95.0,42.2,98.6,84.5
"Pork sausage, Thüringer bratwurst",1161,283,14.4,,1.1,0.2,24.5,0.0,2.2,0.00,0.00,0.50,,,0.00,0.35,0.15,2.70,2.70,0.11,,,4.8,,0.7,0.0,0.0,885,229,22,16,0.81,0.07,2.60,0.0,0.6,9.530,10.700,1.770,,,,63.0,,,,,,,,,,,,,,
Peanut butter,1162,637,22.6,22.6,12.0,7.6,53.7,0.0,0.9,0.00,0.00,0.00,0.00,4.70,0.00,0.17,0.10,21.27,15.00,0.50,1.04,,53.0,16.0,0.0,0.0,0.0,350,700,37,180,2.10,0.70,3.00,6.4,5.8,10.691,27.348,13.514,0.000,0.000,13.514,0.0,960.7,1754.3,877.2,334.2,334.2,1294.9,877.2,668.3,375.9,1169.6,3132.8,626.6,1503.7,1211.3
"Pork sausage, polony type",1163,284,15.2,,0.0,0.0,24.8,0.0,2.5,0.00,0.00,0.48,0.19,,0.00,,,,,,,,,,,0.0,0.0,982,240,,,1.02,0.22,2.00,0.0,0,,,,,,,65.0,,,,,,,,,,,,,,
"Sweetcorn, kernels, canned",1164,101,3.1,2.6,18.5,2.5,1.1,0.0,0.8,3.67,22.00,0.00,0.00,0.50,0.00,0.05,0.08,1.53,1.20,0.20,0.22,0.5,32.0,9.0,0.0,5.0,5.0,310,200,3,23,0.60,0.05,0.60,8.9,7.2,0.170,0.309,0.533,0.000,0.018,0.515,0.0,112.6,386.8,83.2,58.8,49.0,156.7,117.5,112.6,19.6,146.9,127.3,83.2,112.6,274.2
"Apple, dried",1166,253,0.9,0.7,57.2,8.7,0.3,0.0,0.2,0.00,0.00,0.00,0.00,,0.00,0.07,0.10,0.73,0.60,0.14,0.30,0.9,0.0,3.0,0.0,3.9,3.9,87,450,30,5,1.40,0.04,0.20,41.0,0,0.063,0.010,0.184,0.000,0.039,0.145,0.0,29.8,47.7,44.7,8.3,1.6,26.8,13.3,23.8,7.9,35.8,23.8,14.9,26.8,29.8
"Human milk, transitional (10th day post partum)",1167,67,1.5,,6.9,0.0,3.7,0.0,0.1,91.17,37.00,0.08,,0.09,,0.01,0.03,0.60,0.10,0.00,0.20,0.0,3.0,,0.0,6.0,6.0,30,57,25,3,0.07,0.04,0.30,6.9,0,1.500,1.500,0.500,,,,24.0,,,,,,,,,30.0,,,,,
"Yogurt, with fruit, 1.5 % fat",1169,72,3.6,3.2,11.5,0.5,1.3,0.0,0.1,15.17,7.00,0.04,0.04,0.04,0.00,0.04,0.16,0.97,0.16,0.06,0.28,1.6,12.0,,0.2,0.2,0.2,33,145,111,11,0.04,0.02,0.44,10.5,0,0.781,0.286,0.037,0.055,0.011,0.022,6.0,192.1,344.7,322.1,90.4,23.7,158.2,163.9,152.6,49.2,243.0,124.3,96.1,73.5,339.0
"Veal, fat, raw",1171,274,17.3,14.6,0.0,0.0,22.8,0.0,0.2,0.00,0.00,0.20,0.20,0.15,0.00,0.05,0.13,9.21,6.00,0.41,0.90,0.0,3.0,3.0,1.3,1.0,1.0,65,280,8,20,1.10,0.05,3.70,0.0,0,9.527,10.757,0.920,,0.250,0.670,72.0,888.0,1391.2,1450.4,444.0,148.0,710.4,621.6,740.0,192.4,917.6,1154.4,592.0,947.2,799.2
"Pork, neck, smoked, boiled",1172,264,19.5,15.4,0.1,0.0,20.6,0.0,2.1,0.00,0.00,0.44,0.17,0.41,0.00,0.63,0.12,9.03,5.49,0.29,,,4.6,,0.9,0.0,0.0,844,261,6,18,0.78,0.08,4.90,0.0,0,8.490,9.090,1.330,,,,72.0,936.0,1404.0,1716.0,468.0,127.9,717.6,655.2,811.2,212.2,1029.6,1154.4,717.6,998.4,780.0
"Biscuit, sweet",1173,502,5.3,4.6,60.0,3.0,26.1,0.0,0.5,279.00,,0.40,0.40,1.40,0.00,0.05,0.05,1.22,0.65,0.04,0.30,4.0,14.0,5.0,0.1,0.0,0.0,216,157,10,14,0.40,0.10,0.60,27.1,34.78,13.171,8.679,2.249,,0.433,1.816,65.0,241.8,409.2,85.6,91.1,91.1,260.4,102.3,158.1,34.4,260.4,176.7,120.9,195.3,604.5
"Cream, whipping, 38 % fat",1174,360,2.1,1.9,2.3,0.0,38.0,0.0,0.1,360.13,168.00,0.24,0.09,0.87,11.21,0.03,0.16,0.55,0.07,0.02,0.21,0.9,10.8,3.0,0.4,0.8,0.8,28,94,67,7,0.05,0.02,0.24,3.0,0,24.269,8.589,1.036,1.544,0.245,0.633,126.0,123.1,203.0,189.7,53.2,16.3,106.5,89.8,89.8,28.6,146.4,73.2,59.9,43.3,206.3
Honey,1176,327,0.3,,81.5,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.10,0.12,0.10,0.16,0.07,0.0,0.0,,0.0,1.1,1.1,11,51,5,3,0.40,0.03,0.35,75.1,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0,,,,,,,,,1.5,,,,,
"Beverages, soy, commercially prepared, unfortified",1178,50,3.1,3.0,4.4,0.0,2.2,0.0,0.1,0.00,0.00,0.00,0.00,0.19,4.89,0.03,0.02,0.99,0.18,0.03,0.09,3.7,13.1,,0.0,1.0,1.0,35,110,11,16,0.45,0.12,0.28,3.1,0,0.344,0.377,1.073,0.000,0.171,0.903,0.0,153.0,262.5,232.0,42.5,47.0,181.0,132.5,136.5,48.8,155.0,272.0,92.8,145.5,177.0
"Human milk, mature",1180,71,1.3,,7.2,0.0,4.1,0.0,0.0,62.00,24.00,0.04,0.04,0.34,,0.02,0.03,0.70,0.20,0.01,0.25,0.7,5.0,,0.0,4.0,4.0,15,58,34,3,0.07,0.04,0.30,7.2,0,1.920,1.470,0.490,0.030,,,16.0,,,,,,,,,30.0,,,,,
"Cream, cultured, 38 % fat",1181,362,2.1,1.7,1.8,0.0,38.3,0.0,0.1,289.67,169.00,0.38,0.38,0.71,18.28,0.02,0.17,0.45,0.06,0.03,0.30,1.4,10.0,3.0,0.2,0.1,0.1,22,91,66,7,0.06,0.01,0.23,2.2,0,25.226,8.076,0.977,1.599,0.223,0.605,127.0,112.8,195.7,172.5,46.4,16.9,99.5,89.6,69.7,23.2,136.0,76.3,53.1,49.8,162.6
"Salmon, Atlantic, wild, salted",1182,198,8.5,,0.0,0.0,18.2,0.0,13.8,40.00,0.00,13.00,13.00,2.00,0.00,0.14,0.24,10.30,8.75,,,,,,,0.0,0.0,5510,390,16,25,0.40,0.06,0.43,0.0,0,5.808,9.881,1.055,,0.000,1.055,70.0,,,,,,,,,93.0,,,,,
"Black pudding, boiled",1184,312,10.7,8.7,18.1,5.0,20.8,0.0,1.1,6.00,0.00,1.00,1.00,0.15,,0.08,0.04,2.68,1.20,0.05,0.60,2.0,5.0,2.0,0.3,0.0,0.0,438,192,65,20,16.20,0.14,0.60,9.0,9,8.429,9.386,1.322,,0.114,1.207,68.0,255.7,869.3,801.1,127.8,80.1,545.5,187.5,289.8,88.6,698.9,562.5,392.0,988.6,886.4
"Eggs, chicken, yolk, salted, pasteurized",1187,269,14.0,11.8,1.6,0.0,23.0,0.0,9.5,480.00,0.00,3.95,3.95,10.11,0.70,0.13,0.43,3.47,0.04,0.26,3.52,,107.0,,2.5,0.0,0.0,3780,117,114,10,3.75,0.11,2.66,0.3,0,6.962,9.297,2.831,,0.066,2.765,955.0,806.4,1187.2,940.8,380.8,268.8,649.6,604.8,739.2,206.1,873.6,940.8,336.0,425.6,582.4
"Charr, fillet, smoked",1188,204,27.7,,0.0,0.0,10.3,0.0,5.9,0.00,0.00,9.00,9.00,1.90,0.00,0.08,0.10,4.10,4.10,0.36,,,5.5,,3.2,0.0,0.0,2340,460,20,26,0.26,,0.52,0.0,0,1.710,2.810,3.220,,2.150,0.630,48.0,,,,,,,,,,,,,,
"Milk, with chocolate, partly skimmed, 1.5 % fat (UHT)",1189,69,3.6,3.2,9.5,0.5,1.7,0.0,0.1,15.17,7.00,0.08,0.08,0.04,0.00,0.04,0.16,0.95,0.15,0.03,0.36,1.6,3.2,4.0,0.1,0.0,0.0,44,212,115,21,0.35,0.15,0.49,9.4,0,1.101,0.458,0.048,,0.013,0.035,7.0,208.7,344.0,321.5,90.2,27.6,180.5,152.3,152.3,48.5,248.2,124.1,101.5,73.3,349.7
